type,file,line,issue,severity,fix
unhandled-promise,src/utils/testingValidationManager.ts,333,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/testingValidationManager.ts,353,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/testingValidationManager.ts,369,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/testingValidationManager.ts,375,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/testingValidationManager.ts,407,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/testingValidationManager.ts,439,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/testingValidationManager.ts,444,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/testingValidationManager.ts,462,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/testingValidationManager.ts,559,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/testingValidationManager.ts,597,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/testingValidationManager.ts,602,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/testingValidationManager.ts,608,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/testingValidationManager.ts,621,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/testingValidationManager.ts,636,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/testingValidationManager.ts,647,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/testingValidationManager.ts,653,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/testingValidationManager.ts,706,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/testingValidationManager.ts,721,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/testingValidationManager.ts,798,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/testingValidationManager.ts,809,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/testingValidationManager.ts,816,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/testingValidationManager.ts,875,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/testingValidationManager.ts,914,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/testingValidationManager.ts,936,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/ultimatePlatformCompletionManager.ts,132,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/ultimatePlatformCompletionManager.ts,244,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/ultimatePlatformCompletionManager.ts,290,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/ultimatePlatformCompletionManager.ts,435,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/ultimatePlatformCompletionManager.ts,471,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/ultimatePlatformCompletionManager.ts,491,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/ultimatePlatformCompletionManager.ts,572,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/ultimatePlatformCompletionManager.ts,660,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/undoRedoSystem.ts,49,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/undoRedoSystem.ts,63,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/userTestingProgram.ts,91,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/userTestingProgram.ts,149,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/userTestingProgram.ts,203,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/userTestingProgram.ts,244,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/userTestingProgram.ts,258,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/web3Manager.ts,136,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/web3Manager.ts,148,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/web3Manager.ts,179,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/web3Manager.ts,192,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/web3Manager.ts,216,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/web3Manager.ts,236,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/web3Manager.ts,277,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/web3Manager.ts,312,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/web3Manager.ts,333,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/web3Manager.ts,357,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/web3Manager.ts,410,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/web3Manager.ts,430,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/whiteLabelSolutionsManager.ts,295,Async function call without await,Medium,Add await or handle promise rejection
